20049,58,1
20049,247,1
20049,1870,1
20049,689,1
20049,1141,1
20049,1903,1
20049,213,1
20049,212,1
20049,1350,1
20049,1350,1
20049,1279,1
20049,2479,1
20049,1800,1
20049,1233,1
20049,871,1
20049,1523,1
20049,1024,1
20049,636,1
20049,401,1
20049,724,1
20049,789,1
20049,881,1
20049,1625,1
20049,846,1
20049,1592,1
20049,828,1
20049,969,1
20049,774,1
20049,1476,1
20049,2893,1
20049,1840,1
20049,924,1
20049,2504,1
20049,2552,1
20049,421,1
20049,903,1
20049,2626,1
20049,2961,1
20049,2434,1
20049,1471,1
20049,2681,1
20049,2883,1
20049,3251,1
20049,856,1
20049,861,1
20049,2917,1
20049,980,1
20049,3030,1
20049,2286,1
20049,2127,1
20049,3149,1
20049,2042,1
20049,2003,1
20049,2661,1
20049,3262,1
20049,2646,1
20049,1780,1
20049,811,1
20049,1054,1
20049,2439,1
20049,2570,1
20049,2127,1
20049,818,1
20049,1039,1
20049,1049,1
20049,1009,1
20049,1004,1
20049,994,1
20049,986,1
20049,980,1
20049,985,1
20049,985,1
20049,934,1
20049,1860,1
