24493,735,1
24493,3305,1
24493,3429,1
24493,3392,1
24493,3346,1
24493,3344,1
24493,3344,1
24493,3425,1
24493,3424,1
24493,2526,1
24493,49,1
24493,1,1
24493,91,1
24493,131,1
24493,147,1
24493,173,1
24493,178,1
24493,184,1
24493,183,1
24493,184,1
24493,2962,1
24493,1735,1
24493,1735,1
24493,1410,1
24493,2627,1
24493,2627,1
24493,3252,1
24493,2450,1
24493,357,1
24493,212,1
24493,213,1
24493,1786,1
24493,1350,1
24493,1350,1
24493,1801,1
24493,1025,1
24493,750,1
24493,1894,1
24493,940,1
24493,1756,1
24493,1856,1
24493,935,1
24493,935,1
24493,914,1
24493,653,1
24493,950,1
24493,648,1
24493,648,1
24493,720,1
24493,785,1
24493,223,1
24493,223,1
24493,1846,1
24493,223,1
24493,223,1
24493,222,1
24493,401,1
24493,401,1
24493,2043,1
24493,690,1
24493,925,1
24493,719,1
24493,259,1
24493,259,1
24493,258,1
24493,694,1
24493,227,1
24493,227,1
24493,247,1
24493,247,1
24493,246,1
24493,387,1
24493,387,1
24493,2276,1
24493,1559,1
24493,1559,1
24493,1559,1
24493,1559,1
24493,1559,1
24493,2479,1
24493,903,1
24493,903,1
24493,903,1
24493,482,1
24493,871,1
24493,264,1
24493,275,1
24493,274,1
24493,391,1
24493,280,1
24493,280,1
24493,279,1
24493,286,1
24493,286,1
24493,285,1
24493,381,1
24493,381,1
24493,381,1
24493,352,1
24493,357,1
24493,356,1
24493,356,1
24493,351,1
24493,341,1
24493,336,1
24493,336,1
24493,326,1
24493,296,1
24493,296,1
24493,995,1
24493,435,1
24493,435,1
24493,834,1
24493,307,1
24493,599,1
24493,599,1
24493,599,1
24493,549,1
24493,549,1
24493,2526,1
24493,2836,1
24493,2836,1
24493,2440,1
24493,1582,1
24493,1582,1
24493,1592,1
24493,1592,1
24493,1523,1
24493,1472,1
24493,1486,1
24493,1508,1
24493,1508,1
24493,1461,1
24493,1444,1
24493,1444,1
24493,969,1
24493,2504,1
24493,1860,1
24493,2626,1
24493,2961,1
24493,2434,1
24493,1471,1
24493,2681,1
24493,603,1
24493,603,1
24493,603,1
24493,618,1
24493,861,1
24493,3030,1
24493,2440,1
24493,2440,1
24493,980,1
24493,2552,1
24493,2776,1
24493,3129,1
24493,2766,1
24493,2766,1
24493,2766,1
24493,2570,1
24493,2641,1
24493,2641,1
24493,2439,1
24493,2439,1
24493,2661,1
24493,2883,1
24493,2439,1
24493,2646,1
24493,2883,1
24493,2883,1
24493,3251,1
