22252,3023,1
22252,3055,1
22252,2048,1
22252,1923,1
22252,1836,1
22252,1816,1
22252,1816,1
22252,1699,1
22252,1785,1
22252,1445,1
22252,3483,1
22252,3482,1
22252,3507,1
22252,3506,1
22252,3505,1
22252,3501,1
22252,3500,1
22252,658,1
22252,2787,1
22252,1370,1
22252,2047,1
22252,3344,1
22252,3363,1
22252,3362,1
22252,1760,1
22252,2037,1
22252,2037,1
22252,1675,1
22252,1675,1
22252,1675,1
22252,1675,1
22252,91,1
22252,1865,1
22252,1830,1
22252,1320,1
22252,1005,1
22252,994,1
22252,981,1
22252,981,1
22252,1756,1
22252,1399,1
22252,1399,1
22252,1319,1
22252,1330,1
22252,1330,1
22252,179,1
22252,147,1
22252,178,1
22252,175,1
22252,175,1
22252,174,1
22252,173,1
22252,159,1
22252,158,1
22252,157,1
22252,1429,1
22252,2676,1
22252,2145,1
22252,2195,1
22252,1564,1
22252,1425,1
22252,258,1
22252,258,1
22252,883,1
22252,1416,1
22252,265,1
22252,265,1
22252,1473,1
22252,264,1
22252,3228,1
22252,1218,1
22252,1250,1
22252,2471,1
22252,281,1
22252,281,1
22252,280,1
22252,279,1
22252,863,1
22252,863,1
22252,726,1
22252,1356,1
22252,751,1
22252,296,1
22252,982,1
22252,309,1
22252,309,1
22252,1842,1
22252,786,1
22252,776,1
22252,307,1
22252,307,1
22252,1158,1
22252,848,1
22252,745,1
22252,2281,1
22252,2028,1
22252,1879,1
22252,1796,1
22252,1787,1
22252,1694,1
22252,1021,1
22252,1477,1
22252,327,1
22252,944,1
22252,328,1
22252,328,1
22252,326,1
22252,1238,1
22252,1133,1
22252,1127,1
22252,1102,1
22252,1020,1
22252,1025,1
22252,1010,1
22252,960,1
22252,3252,1
22252,3164,1
22252,2962,1
22252,3018,1
22252,2732,1
22252,2692,1
22252,2662,1
22252,2627,1
22252,336,1
22252,2547,1
22252,2553,1
22252,2543,1
22252,2223,1
22252,2103,1
22252,2088,1
22252,2078,1
22252,343,1
22252,342,1
22252,341,1
22252,1998,1
22252,2004,1
22252,1972,1
22252,1949,1
22252,1918,1
22252,1883,1
22252,1826,1
22252,1700,1
22252,1635,1
22252,1570,1
22252,1524,1
22252,1503,1
22252,2435,1
22252,2043,1
22252,1948,1
22252,1888,1
22252,1870,1
22252,1846,1
22252,1841,1
22252,1810,1
22252,1786,1
22252,1795,1
22252,1560,1
22252,1560,1
22252,1424,1
22252,1780,1
22252,1757,1
22252,1755,1
22252,1724,1
22252,1679,1
22252,1456,1
22252,1560,1
22252,1559,1
22252,1486,1
22252,1508,1
22252,1508,1
22252,1472,1
22252,391,1
22252,403,1
22252,3181,1
22252,402,1
22252,401,1
22252,411,1
22252,2123,1
22252,2327,1
22252,2429,1
22252,3231,1
22252,456,1
22252,455,1
22252,454,1
22252,426,1
22252,435,1
22252,445,1
22252,434,1
22252,444,1
22252,450,1
22252,449,1
22252,481,1
22252,464,1
22252,486,1
22252,507,1
22252,517,1
22252,594,1
22252,593,1
22252,592,1
22252,694,1
22252,1279,1
22252,2479,1
22252,903,1
22252,1523,1
22252,724,1
22252,789,1
22252,881,1
22252,1625,1
22252,846,1
22252,1592,1
22252,828,1
22252,774,1
22252,1476,1
22252,924,1
22252,1860,1
22252,2626,1
22252,1471,1
22252,2681,1
22252,598,1
22252,871,1
22252,3202,1
22252,784,1
22252,667,1
22252,667,1
22252,604,1
22252,603,1
22252,613,1
22252,652,1
22252,637,1
22252,636,1
22252,1835,1
22252,2846,1
22252,2484,1
22252,2042,1
22252,2042,1
22252,2042,1
22252,2042,1
22252,2042,1
22252,1131,1
22252,3262,1
22252,743,1
22252,743,1
22252,1840,1
22252,1825,1
22252,1800,1
22252,2459,1
22252,799,1
22252,1369,1
22252,2243,1
22252,877,1
22252,1049,1
22252,876,1
22252,2647,1
22252,1355,1
22252,898,1
22252,1626,1
22252,818,1
22252,3144,1
22252,2253,1
22252,2253,1
22252,3031,1
22252,3104,1
22252,3019,1
22252,2806,1
22252,2971,1
22252,3005,1
22252,2961,1
22252,3242,1
22252,3105,1
22252,3115,1
22252,3050,1
22252,934,1
22252,1435,1
22252,1444,1
22252,1461,1
22252,3030,1
22252,3119,1
22252,3119,1
22252,3129,1
22252,2499,1
22252,2519,1
22252,3201,1
22252,3139,1
22252,3149,1
22252,3191,1
22252,3251,1
22252,959,1
22252,959,1
22252,1243,1
22252,1243,1
22252,1196,1
22252,1141,1
22252,1054,1
22252,1019,1
22252,1024,1
22252,1004,1
22252,985,1
22252,980,1
22252,969,1
22252,969,1
22252,2562,1
22252,986,1
22252,985,1
22252,1019,1
22252,1024,1
22252,1040,1
22252,1039,1
22252,1049,1
22252,1054,1
22252,1107,1
22252,2918,1
22252,1131,1
22252,1228,1
22252,1444,1
22252,1304,1
22252,1569,1
22252,1582,1
22252,1223,1
22252,3212,1
22252,1141,1
22252,1146,1
22252,1861,1
22252,1156,1
22252,2460,1
22252,2286,1
22252,3031,1
22252,2927,1
22252,2927,1
22252,1913,1
22252,3105,1
22252,2917,1
22252,1913,1
22252,2107,1
22252,2888,1
22252,2888,1
22252,2253,1
22252,2917,1
22252,1750,1
22252,1444,1
22252,2440,1
22252,1223,1
22252,1223,1
22252,2927,1
22252,3105,1
22252,1620,1
22252,1228,1
22252,3201,1
22252,2552,1
22252,1233,1
22252,2439,1
22252,2661,1
22252,2883,1
22252,3000,1
22252,1243,1
22252,2127,1
22252,2127,1
22252,2766,1
22252,2434,1
22252,2570,1
22252,1262,1
22252,2570,1
22252,1304,1
22252,2641,1
22252,2641,1
22252,2499,1
22252,3078,1
22252,2661,1
22252,2776,1
22252,2077,1
22252,2127,1
22252,3253,1
22252,2776,1
22252,2504,1
22252,2504,1
22252,2469,1
22252,2434,1
22252,2570,1
