1,3281,1
1,3279,1
1,3278,1
1,3280,1
1,3277,1
1,3276,1
1,3313,1
1,3314,1
1,3311,1
1,3310,1
1,3355,1
1,3353,1
1,3354,1
1,3352,1
1,3351,1
1,3403,1
1,3402,1
1,3401,1
1,3400,1
1,3398,1
1,3399,1
1,3414,1
1,3413,1
1,3412,1
1,3418,1
1,3417,1
1,3416,1
1,3415,1
1,3423,1
1,3422,1
1,3420,1
1,3421,1
1,3419,1
1,3444,1
1,3443,1
1,3445,1
1,3442,1
1,3441,1
1,3466,1
1,3465,1
1,3463,1
1,3464,1
1,3462,1
1,3461,1
1,3460,1
1,3459,1
1,41,1
1,39,1
1,40,1
1,38,1
1,37,1
1,36,1
1,35,1
1,85,1
1,83,1
1,84,1
1,82,1
1,81,1
1,80,1
1,113,1
1,114,1
1,111,1
1,112,1
1,110,1
1,109,1
1,107,1
1,108,1
1,128,1
1,129,1
1,127,1
1,126,1
1,187,1
1,186,1
1,185,1
1,184,1
1,183,1
1,316,1
1,320,1
1,316,1
1,314,1
1,312,1
1,313,1
1,318,1
1,317,1
1,319,1
1,315,1
1,322,1
1,321,1
1,362,1
1,371,1
1,375,1
1,373,1
1,372,1
1,370,1
1,528,1
1,431,1
1,427,1
1,429,1
1,428,1
1,432,1
1,433,1
1,426,1
1,471,1
1,472,1
1,469,1
1,473,1
1,474,1
1,495,1
1,498,1
1,500,1
1,497,1
1,496,1
1,499,1
1,528,1
1,527,1
1,526,1
1,525,1
1,524,1
1,523,1
1,563,1
1,561,1
1,562,1
1,560,1
1,558,1
1,559,1
1,581,1
1,578,1
1,580,1
1,579,1
1,630,1
1,629,1
1,629,1
1,627,1
1,626,1
1,625,1
1,624,1
1,629,1
1,628,1
1,623,1
1,622,1
1,622,1
1,622,1
1,628,1
1,620,1
1,621,1
1,619,1
1,618,1
1,635,1
1,633,1
1,634,1
1,631,1
1,632,1
1,655,1
1,656,1
1,654,1
1,653,1
1,652,1
1,682,1
1,681,1
1,680,1
1,679,1
1,677,1
1,678,1
1,707,1
1,706,1
1,708,1
1,705,1
1,704,1
1,722,1
1,723,1
1,721,1
1,719,1
1,720,1
1,768,1
1,768,1
1,768,1
1,768,1
1,768,1
1,766,1
1,766,1
1,766,1
1,766,1
1,767,1
1,766,1
1,765,1
1,764,1
1,803,1
1,804,1
1,802,1
1,801,1
1,800,1
1,799,1
1,815,1
1,814,1
1,813,1
1,812,1
1,811,1
1,850,1
1,849,1
1,848,1
1,847,1
1,846,1
1,854,1
1,852,1
1,853,1
1,851,1
1,895,1
1,893,1
1,894,1
1,892,1
1,902,1
1,901,1
1,900,1
1,899,1
1,898,1
1,922,1
1,921,1
1,919,1
1,920,1
1,918,1
1,968,1
1,966,1
1,967,1
1,965,1
1,964,1
1,979,1
1,977,1
1,976,1
1,975,1
1,974,1
1,1083,1
1,1082,1
1,1079,1
1,1080,1
1,1081,1
1,1092,1
1,1091,1
1,1090,1
1,1089,1
1,1116,1
1,1115,1
1,1119,1
1,1113,1
1,1114,1
1,1112,1
1,1124,1
1,1123,1
1,1121,1
1,1122,1
1,1221,1
1,1218,1
1,1220,1
1,1219,1
1,1271,1
1,1270,1
1,1268,1
1,1269,1
1,1267,1
1,1278,1
1,1276,1
1,1275,1
1,1277,1
1,1274,1
1,1302,1
1,1301,1
1,1300,1
1,1299,1
1,1328,1
